place_name,rating,review_text,published_at_date,prep,sentiment,review_sentiment
Datz Deli,1,Went there 2 weeks ago.. asked for oxtail and rice.. they said oxtail is too expensive so they cannot do that... That was the whole point of me to visit there.. They clearing a million dollars but they cannot provide oxtail with rice.. are you kidding me? A customer is asking for oxtail and rice but they can only put it in beef patties because oxtail is too expensive.. then do not sell it. Simple. Do not go.,2024,week ago ask oxtail rice oxtail expens point visit clear million dollar provid oxtail rice kid custom oxtail rice put beef patti oxtail expens sell simpl,-1,0.3818
Datz Deli,1,"Charged 15 for the oxtail sandwich with barely any oxtail on it at all, the mash potato was stuck together, not hot tasted mushy!",2024,charg oxtail sandwich bare oxtail mash potato stuck hot tast mushi,-1,-0.25
Datz Deli,5,,2024,,1,0.0
Datz Deli,1,,2024,,-1,0.0
Datz Deli,4,"Everyone on social media was raving about the Oxtail Datmacpatty, so of course we had to see what the hype was all about. The Oxtail Datmacpatty is a great concept, but needs some work. It was definitely lacking seasoning & sauce. There were several other options on the menu, but we only tried the Datmacpatty & the fish. The fish could ve been better. Definitely needed more seasoning & was probably cooked too long because the inside wasn t fluffy. Very dry in my opinion. However, The owners/staff were friendly. Great experience. Would I recommend? I Definitely would recommend everyone to try it, but it wasn t worth the hype in my opinion. People must like it because they had a long line of customers, but they were able to get customers in and out quickly, which is a plus in my book.",2023,social media rave oxtail datmacpatti hype oxtail datmacpatti great concept work lack season sauc option menu datmacpatti fish fish ve need season cook long insid wasn fluffi dri opinion owner staff friendli great experi recommend recommend wasn worth hype opinion peopl long line custom custom quickli book,1,0.9153
Datz Deli,3,"Id give it 7/10. As a Guyanese, I think some can agree we cook with heavy seasoning, salt, pepper, etc. DatzDeli should create a pepper sauce for those who like spicy to have it on the side. That way for others that dont like spicy, they can still be able to eat something. I think now theyre more out there, based on the reviews.. Quality is becoming an issue. These patties were over $30.. I love the story. If you also know some people dont like to get into business with their family. They are beating the odds. Id love to support this business some more. Hopefully, there are some improvements over time.",2023,id give guyanes agre cook heavi season salt pepper datzd creat pepper sauc spici side dont spici eat theyr base review qualiti issu patti love stori peopl dont busi famili beat odd id love support busi improv time,0,0.8689
Datz Deli,4,,2023,,1,0.0
Datz Deli,5,The food was very good.  The customer service was great,2023,food good custom servic great,1,0.7906
Datz Deli,4,,2023,,1,0.0
Datz Deli,5,Food was good just wish there was little for oxtail in the patty.,2023,food good oxtail patti,1,0.4404
Datz Deli,2,"Definitely not worth the hype. I got the famous sandwich. Unfortunately, I was only able to take about two bites because then I found hair, disgusting   . All you taste is the Mac and cheese. The staff was super friendly and nice I just wish that the gentleman making the sandwiches paid more attention to making the sandwiches and not watching the game.",2023,worth hype famou sandwich bite found hair disgust tast mac chees staff super friendli nice gentleman make sandwich paid attent make sandwich watch game,-1,0.5719
Datz Deli,5,"Friendly staff, good atmosphere.",2023,friendli staff good atmospher,1,0.4404
Datz Deli,5,,2023,,1,0.0
Datz Deli,1,Ok so it was my first time here I ve been dying to try it out. Everyone who works there is nice and helpful. I order the Jerk MacPatty and tbh was highly disappointed it was kinda dry. I thought the Jerk Chicken would be shredded not a thin piece of cutlet but that was whatever my main problem was that I found about three hairs in the food. It threw me off completely. I genuinely wanted to like this place because I ve heard so much about it but after finding the hair in my food and the Jerk chicken being very underwhelming I wouldn t recommend it. I don t know maybe I ll order again something different but finding the hair in my food makes me not wanna order something by from there ever again.,2023,time ve die work nice help order jerk macpatti tbh highli disappoint kinda dri thought jerk chicken shred thin piec cutlet main problem found hair food threw complet genuin want place ve heard find hair food jerk chicken underwhelm wouldn recommend don ll order find hair food make wanna order,-1,-0.802
Datz Deli,3,It was ok. The food did not live up to the hype.,2023,food live hype,0,0.0
Datz Deli,5,"Datz Deli in Queens, NY, is a culinary gem that beautifully blends Caribbean influences into their dishes. We recently tried the DatMacPatty, a veggie patty bursting with the delightful combination of warm mac and cheese, spinach, and cheese, all enveloped in a soft coco bread   a true flavor explosion that exceeded our expectations! Additionally, the Drake DatMacPatty, featuring goat curry and baked mac and cheese encased in a Caribbean-styled beef patty, was a taste sensation like no other. The choice of warm cocoa bread elevated the experience, making it a must-try for anyone seeking a unique and delicious dining adventure. The ambiance was welcoming, and the staff provided excellent service. Datz Deli has certainly carved its niche in bringing innovative and mouthwatering Caribbean-inspired dishes to Queens. We cant wait to return for more culinary adventures at this fantastic location!",2023,datz deli queen ny culinari gem beauti blend caribbean influenc dish recent datmacpatti veggi patti burst delight combin warm mac chees spinach chees envelop soft coco bread true flavor explos exceed expect addit drake datmacpatti featur goat curri bake mac chees encas caribbean style beef patti tast sensat choic warm cocoa bread elev experi make seek uniqu delici dine adventur ambianc welcom staff provid excel servic datz deli carv nich bring innov mouthwat caribbean inspir dish queen wait return culinari adventur fantast locat,1,0.91
Datz Deli,5,,2023,,1,0.0
Datz Deli,4,The sandwich wasn t bad. I heard the hype about it and wanted to try it so I came in on my birthday to try it out for the first time. Ox tail mac and cheese beef patty on a coconut roll with ox juice on top. Great idea. Very messy. The guy did give a lot of napkins though without me even asking which is always nice and definitely necessary in this case! In theory it s a great sandwich. In reality it was 3 stars. Nothing to write home about. Or maybe that was just a bad day. Who knows?  They also have lots of interesting exotic snacks from different countries around the world. And even some interesting variations of American snacks that you definitely don t see everywhere.,2023,sandwich wasn bad heard hype want birthday time ox tail mac chees beef patti coconut roll ox juic top great idea messi guy give lot napkin nice case theori great sandwich realiti star write home bad day lot interest exot snack countri world interest variat american snack don,1,0.9022
Datz Deli,4,"Was tasty, the oxtail patty could have been a win I just didn t like that as you re eating it there s bay leaves and all spice in it. So biting into those things ruin the entire thing. Food",2023,tasti oxtail patti win didn eat bay leav spice bite thing ruin entir thing food,1,0.0
Datz Deli,5,Was here like 4 weeks ago the food was good and hot and had tons of snacks from over seas,2023,week ago food good hot ton snack sea,1,0.4404
Datz Deli,5,Came here one night with my friend to get the mac daddy sandwich Service was so friendly one of the nicest delis I ve been in. Sandwich? Amazing. It was devoured in 3 bites with their special guyanese sauce. Also threw in plantains for free for us. Food,2023,night friend mac daddi sandwich servic friendli nicest deli ve sandwich amaz devour bite special guyanes sauc threw plantain free food,1,0.9081
Datz Deli,5,"I got the oxtail Mac patty and it was so good. The coco bread was perfect and the beef patty was flaky . The oxtail was good , the sauce could be slightly deeper , but the fact that it s oxtail and I don t have to pick the meat off of the bone I d still give it a 5/5 even if the sauce was a little lacking. In context of everything together it worked really well. Customer service was really nice , I didn t expect much because we are in NY and it s manhattan but the guy was super nice and friendly.",2023,oxtail mac patti good coco bread perfect beef patti flaki oxtail good sauc slightli deeper fact oxtail don pick meat bone give sauc lack context work custom servic nice didn expect ny manhattan guy super nice friendli,1,0.9493
Datz Deli,4,This was good but maybe I expected too much. Is it good? Yes. Is it overhyped? Yes. Would I try again? No. Just not my thing but I do hope they continue the success theyre experiencing.,2023,good expect good overhyp thing hope continu success theyr experienc,1,0.9081
Datz Deli,5,,2023,,1,0.0
Datz Deli,5,"Im here all the time..dont miss out on getting you some big eats being cheap. Treat yourself to some curry goat, Mac Patty and anything else your heart desires.  You wont regret it! Nom Nom",2023,im time dont miss big eat cheap treat curri goat mac patti heart desir wont regret nom nom,1,0.6679
Datz Deli,5,As soon as I bought an oxtail sandwich I ate it right away inside my car. So good!!!,2023,bought oxtail sandwich ate insid car good,1,0.4404
Datz Deli,3,14$ is too much for a pattie idc what you put in it .. it was fun to eat .. but upset my stomach all nite ..Im good,2023,patti idc put fun eat upset stomach nite im good,0,0.5574
Datz Deli,5,,2023,,1,0.0
Datz Deli,5,,2023,,1,0.0
