place_id,name,link,main_category,categories,rating,reviews,address
ChIJkTIj34lZwokR-nmGDf9Cn_Q,Kam Hing Coffee Shop,https://www.google.com/maps/place/Kam+Hing+Coffee+Shop/data=!4m7!3m6!1s0x89c25989df233291:0xf49f42ff0d8679fa!8m2!3d40.7179794!4d-73.9992065!16s%2Fg%2F1tfq5ksm!19sChIJkTIj34lZwokR-nmGDf9Cn_Q?authuser=0&hl=en&rclk=1,Chinese bakery,"Chinese bakery, Coffee shop",4.6,550,"Kam Hing Coffee Shop, 118 Baxter St, New York, NY 10013"
ChIJN72Jd9lbwokRxpaqNAyYLoo,Kam Hing Coffee Shop,https://www.google.com/maps/place/Kam+Hing+Coffee+Shop/data=!4m7!3m6!1s0x89c25bd97789bd37:0x8a2e980c34aa96c6!8m2!3d40.7156126!4d-73.9988817!16s%2Fg%2F11jm9w74h8!19sChIJN72Jd9lbwokRxpaqNAyYLoo?authuser=0&hl=en&rclk=1,Cafe,Cafe,3.8,8,"Kam Hing Coffee Shop, 81 Bayard St, New York, NY 10013"
