place_id,name,link,main_category,categories,rating,reviews,address
ChIJCar0f49ZwokR6ozLV-dHNTE,Katz's Delicatessen,https://www.google.com/maps/place/Katz%27s+Delicatessen/data=!4m7!3m6!1s0x89c2598f7ff4aa09:0x313547e757cb8cea!8m2!3d40.722233!4d-73.987429!16zL20vMDN0eF9o!19sChIJCar0f49ZwokR6ozLV-dHNTE?authuser=0&hl=en&rclk=1,Deli,"Deli, American restaurant, Jewish restaurant, Restaurant, Sandwich shop",4.5,37391,"Katz's Delicatessen, 205 E Houston St, New York, NY 10002"
ChIJv00VskxawokRVuxJjyUvOy0,A Taste of Katz's,https://www.google.com/maps/place/A+Taste+of+Katz%27s/data=!4m7!3m6!1s0x89c25a4cb2154dbf:0x2d3b2f258f49ec56!8m2!3d40.6913317!4d-73.9825612!16s%2Fg%2F11c604tg99!19sChIJv00VskxawokRVuxJjyUvOy0?authuser=0&hl=en&rclk=1,Sandwich shop,Sandwich shop,3.8,358,"A Taste of Katz's, 1 Dekalb Ave, Brooklyn, NY 11201"
